HGNC.symbol,MGI.symbol,HGNC.symbol,Chromosome.scaffold.name,Gene.start..bp.
ZCCHC2,Zcchc2,ZCCHC2,1,105990406
ZCCHC12,Zcchc18,ZCCHC12,X,136993155
ZCCHC18,Zcchc18,ZCCHC18,X,136993155
ZCCHC17,Zcchc17,ZCCHC17,4,130315383
ZCCHC14,Zcchc14,ZCCHC14,8,121598703
ZCCHC13,Zcchc13,ZCCHC13,X,103630586
ZCCHC12,Zcchc12,ZCCHC12,X,36195904
ZCCHC18,Zcchc12,ZCCHC18,X,36195904
ZCCHC10,Zcchc10,ZCCHC10,11,53324679
ZC4H2,Zc4h2,ZC4H2,X,95639193
ZC3HC1,Zc3hc1,ZC3HC1,6,30366380
ZC3HAV1L,Zc3hav1l,ZC3HAV1L,6,38287396
ZC3HAV1,Zc3hav1,ZC3HAV1,6,38305286
ZC3H8,Zc3h8,ZC3H8,2,128926268
ZC3H7B,Zc3h7b,ZC3H7B,15,81745057
ZC3H7A,Zc3h7a,ZC3H7A,16,11136592
ZC3H6,Zc3h6,ZC3H6,2,128967402
ZC3H4,Zc3h4,ZC3H4,7,16400910
ZC3H3,Zc3h3,ZC3H3,15,75754430
ZC3H18,Zc3h18,ZC3H18,8,122376609
ZC3H15,Zc3h15,ZC3H15,2,83644435
ZC3H14,Zc3h14,ZC3H14,12,98746964
ZC3H13,Zc3h13,ZC3H13,14,75284373
ZC3H12D,Zc3h12d,ZC3H12D,10,7832470
ZC3H12C,Zc3h12c,ZC3H12C,9,52111344
ZC3H12B,Zc3h12b,ZC3H12B,X,95711678
ZC3H12A,Zc3h12a,ZC3H12A,4,125118423
ZC3H11A,Zc3h11a,ZC3H11A,1,133619862
ZC3H11A,Zc3h11a,ZC3H11A,1,133619871
ZC3H10,Zc3h10,ZC3H10,10,128541963
ZC2HC1C,Zc2hc1c,ZC2HC1C,12,85288591
ZC2HC1B,Zc2hc1b,ZC2HC1B,10,13149540
ZC2HC1A,Zc2hc1a,ZC2HC1A,3,7503483
ZBTB9,Zbtb9,ZBTB9,17,26973167
ZBTB8OS,Zbtb8os,ZBTB8OS,4,129335695
ZBTB8B,Zbtb8b,ZBTB8B,4,129425765
ZBTB8A,Zbtb8a,ZBTB8A,4,129353628
ZBTB7C,Zbtb7c,ZBTB7C,18,75820178
ZBTB7B,Zbtb7b,ZBTB7B,3,89377644
ZBTB7A,Zbtb7a,ZBTB7A,10,81135220
ZBTB6,Zbtb6,ZBTB6,2,37425500
ZBTB5,Zbtb5,ZBTB5,4,44991242
ZBTB49,Zbtb49,ZBTB49,5,38189735
ZBTB48,Zbtb48,ZBTB48,4,152019774
ZBTB46,Zbtb46,ZBTB46,2,181387762
ZBTB45,Zbtb45,ZBTB45,7,13003898
ZBTB44,Zbtb44,ZBTB44,9,31030644
ZBTB43,Zbtb43,ZBTB43,2,33450287
ZBTB42,Zbtb42,ZBTB42,12,112678828
ZBTB41,Zbtb41,ZBTB41,1,139422288
ZBTB40,Zbtb40,ZBTB40,4,136979732
ZBTB4,Zbtb4,ZBTB4,11,69765912
ZBTB39,Zbtb39,ZBTB39,10,127739538
ZBTB38,Zbtb38,ZBTB38,9,96682770
ZBTB37,Zbtb37,ZBTB37,1,161002922
ZBTB34,Zbtb34,ZBTB34,2,33406108
ZBTB33,Zbtb33,ZBTB33,X,38189793
ZBTB32,Zbtb32,ZBTB32,7,30589681
ZBTB3,Zbtb3,ZBTB3,19,8802530
ZBTB26,Zbtb26,ZBTB26,2,37432168
ZBTB25,Zbtb25,ZBTB25,12,76347782
ZBTB24,Zbtb24,ZBTB24,10,41450383
ZBTB22,Zbtb22,ZBTB22,17,33915904
ZBTB21,Zbtb21,ZBTB21,16,97943357
ZBTB20,Zbtb20,ZBTB20,16,42875881
ZBTB2,Zbtb2,ZBTB2,10,4367075
ZBTB18,Zbtb18,ZBTB18,1,177442351
ZBTB17,Zbtb17,ZBTB17,4,141444654
ZBTB16,Zbtb16,ZBTB16,9,48654297
ZBTB14,Zbtb14,ZBTB14,17,69383050
ZBTB12,Zbtb12,ZBTB12,17,34879483
ZBTB11,Zbtb11,ZBTB11,16,55973883
ZBTB10,Zbtb10,ZBTB10,3,9250602
ZBTB1,Zbtb1,ZBTB1,12,76370266
ZBP1,Zbp1,ZBP1,2,173206612
ZBED6,Zbed6,ZBED6,1,133655879
ZBED9,Zbed5,ZBED9,5,129895723
ZBED4,Zbed4,ZBED4,15,88751660
ZBED3,Zbed3,ZBED3,13,95323612
ZBBX,Zbbx,ZBBX,3,75037907
ZAR1L,Zar1l,ZAR1L,5,150507055
ZAR1,Zar1,ZAR1,5,72576806
ZAP70,Zap70,ZAP70,1,36761798
ZAN,Zan,ZAN,5,137378637
ZADH2,Zadh2,ZADH2,18,84088158
YY1,Yy2,YY1,X,157566119
YY1,Yy1,YY1,12,108792973
YWHAQ,Ywhaq,YWHAQ,12,21390071
YWHAH,Ywhah,YWHAH,5,33018816
YWHAG,Ywhag,YWHAG,5,135908409
YWHAE,Ywhae,YWHAE,11,75732869
YWHAB,Ywhab,YWHAB,2,163994960
YTHDF3,Ythdf3,YTHDF3,3,16183212
YTHDF2,Ythdf2,YTHDF2,4,132184912
YTHDF1,Ythdf1,YTHDF1,2,180904377
YTHDC2,Ythdc2,YTHDC2,18,44827746
YTHDC1,Ythdc1,YTHDC1,5,86804221
YRDC,Yrdc,YRDC,4,124850679
YPEL5,Ypel5,YPEL5,17,72836453
YPEL4,Ypel4,YPEL4,2,84734058
YPEL3,Ypel3,YPEL3,7,126776955
YPEL2,Ypel2,YPEL2,11,86936425
YPEL1,Ypel1,YPEL1,16,17069696
YOD1,Yod1,YOD1,1,130717327
YME1L1,Yme1l1,YME1L1,2,23156369
YLPM1,Ylpm1,YLPM1,12,84996321
YKT6,Ykt6,YKT6,11,5955693
YJEFN3,Yjefn3,YJEFN3,8,69887788
YIPF7,Yipf7,YIPF7,5,69516671
YIPF6,Yipf6,YIPF6,X,98936316
YIPF5,Yipf5,YIPF5,18,40204865
YIPF4,Yipf4,YIPF4,17,74489493
YIPF3,Yipf3,YIPF3,17,46248080
YIPF2,Yipf2,YIPF2,9,21588682
YIPF1,Yipf1,YIPF1,4,107314363
YIF1B,Yif1b,YIF1B,7,29238329
YIF1A,Yif1a,YIF1A,19,5088538
YES1,Yes1,YES1,5,32611171
YEATS4,Yeats4,YEATS4,10,117215221
YEATS2,Yeats2,YEATS2,16,20141063
YDJC,Ydjc,YDJC,16,17144621
YBX3,Ybx3,YBX3,6,131364855
YBX2,Ybx2,YBX2,11,69935796
YBEY,Ybey,YBEY,10,76459567
YARS2,Yars2,YARS2,16,16302965
YARS,Yars,YARS,4,129189760
YAP1,Yap1,YAP1,9,7931999
YAF2,Yaf2,YAF2,15,93284278
XYLT2,Xylt2,XYLT2,11,94663851
XYLT1,Xylt1,XYLT1,7,117380979
XYLB,Xylb,XYLB,9,119357381
XXYLT1,Xxylt1,XXYLT1,16,30955144
XRRA1,Xrra1,XRRA1,7,99859116
XRN2,Xrn2,XRN2,2,147012996
XRN1,Xrn1,XRN1,9,95954760
XRCC6,Xrcc6,XRCC6,15,81987835
XRCC5,Xrcc5,XRCC5,1,72307421
XRCC4,Xrcc4,XRCC4,13,89774027
XRCC3,Xrcc3,XRCC3,12,111803192
XRCC2,Xrcc2,XRCC2,5,25689812
XRCC1,Xrcc1,XRCC1,7,24546289
XPR1,Xpr1,XPR1,1,155275701
XPOT,Xpot,XPOT,10,121587380
XPO7,Xpo7,XPO7,14,70654246
XPO6,Xpo6,XPO6,7,126101715
XPO5,Xpo5,XPO5,17,46202782
XPO4,Xpo4,XPO4,14,57577521
XPO1,Xpo1,XPO1,11,23256041
XPNPEP3,Xpnpep3,XPNPEP3,15,81400138
XPNPEP2,Xpnpep2,XPNPEP2,X,48108725
XPNPEP1,Xpnpep1,XPNPEP1,19,52943417
XPC,Xpc,XPC,6,91489305
XPA,Xpa,XPA,4,46155347
FAM9B,Xlr5c,FAM9B,X,73282896
FAM9C,Xlr5c,FAM9C,X,73282896
FAM9A,Xlr5c,FAM9A,X,73282896
FAM9B,Xlr5b,FAM9B,X,73148796
FAM9C,Xlr5b,FAM9C,X,73148796
FAM9A,Xlr5b,FAM9A,X,73148796
FAM9B,Xlr5a,FAM9B,X,73107635
FAM9C,Xlr5a,FAM9C,X,73107635
FAM9A,Xlr5a,FAM9A,X,73107635
SYCP3,Xlr,SYCP3,X,53777118
XKRX,Xkrx,XKRX,X,134149043
XKR9,Xkr9,XKR9,1,13668771
XKR8,Xkr8,XKR8,4,132724897
XKR7,Xkr7,XKR7,2,153031852
XKR6,Xkr6,XKR6,14,63606503
XKR5,Xkr5,XKR5,8,18932729
XKR4,Xkr4,XKR4,1,3205901
XK,Xk,XK,X,9272756
XIRP2,Xirp2,XIRP2,2,67446002
XIRP1,Xirp1,XIRP1,9,120013755
BIRC8,Xiap,BIRC8,X,42059679
XDH,Xdh,XDH,17,73883895
XCR1,Xcr1,XCR1,9,123852315
XCL2,Xcl1,XCL2,1,164931644
XCL1,Xcl1,XCL1,1,164931644
XBP1,Xbp1,XBP1,11,5520659
XAF1,Xaf1,XAF1,11,72301629
XAB2,Xab2,XAB2,8,3608421
WWTR1,Wwtr1,WWTR1,3,57455649
WWP2,Wwp2,WWP2,8,107436365
WWP1,Wwp1,WWP1,4,19608303
WWOX,Wwox,WWOX,8,114439655
WWC2,Wwc2,WWC2,8,47823959
WWC1,Wwc1,WWC1,11,35838400
WTIP,Wtip,WTIP,7,34109543
WTAP,Wtap,WTAP,17,12966796
WT1,Wt1,WT1,2,105126529
WSCD2,Wscd2,WSCD2,5,113490333
WSCD1,Wscd1,WSCD1,11,71749920
WSB2,Wsb2,WSB2,5,117357304
WSB1,Wsb1,WSB1,11,79239372
WRNIP1,Wrnip1,WRNIP1,13,32802038
WRN,Wrn,WRN,8,33234384
WRB,Wrb,WRB,16,96145407
WRAP73,Wrap73,WRAP73,4,154142372
WRAP53,Wrap53,WRAP53,11,69561758
WNT9B,Wnt9b,WNT9B,11,103727364
WNT9A,Wnt9a,WNT9A,11,59306928
WNT8B,Wnt8b,WNT8B,19,44493472
WNT8A,Wnt8a,WNT8A,18,34542313
WNT7B,Wnt7b,WNT7B,15,85535437
WNT7A,Wnt7a,WNT7A,6,91363981
WNT6,Wnt6,WNT6,1,74771892
WNT5B,Wnt5b,WNT5B,6,119432531
WNT5A,Wnt5a,WNT5A,14,28504750
WNT4,Wnt4,WNT4,4,137277489
WNT3A,Wnt3a,WNT3A,11,59248033
WNT3,Wnt3,WNT3,11,103774150
WNT2B,Wnt2b,WNT2B,3,104945272
WNT2,Wnt2,WNT2,6,17988940
WNT16,Wnt16,WNT16,6,22288227
WNT11,Wnt11,WNT11,7,98835112
WNT10B,Wnt10b,WNT10B,15,98770712
WNT10A,Wnt10a,WNT10A,1,74791516
WNT1,Wnt1,WNT1,15,98789857
WNK4,Wnk4,WNK4,11,101260567
WNK3,Wnk3,WNK3,X,151198078
WNK2,Wnk2,WNK2,13,49036303
WNK1,Wnk1,WNK1,6,119923969
WLS,Wls,WLS,3,159839672
WIZ,Wiz,WIZ,17,32354055
WISP3,Wisp3,WISP3,10,39150970
WISP2,Wisp2,WISP2,2,163820861
WISP1,Wisp1,WISP1,15,66891320
WIPI2,Wipi2,WIPI2,5,142627698
WIPI1,Wipi1,WIPI1,11,109573331
WIPF3,Wipf3,WIPF3,6,54429603
WIPF2,Wipf2,WIPF2,11,98863638
WIPF1,Wipf1,WIPF1,2,73429610
WIF1,Wif1,WIF1,10,121033960
WHRN,Whrn,WHRN,4,63414910
WHAMM,Whamm,WHAMM,7,81571266
WFS1,Wfs1,WFS1,5,36966104
WFIKKN2,Wfikkn2,WFIKKN2,11,94235956
WFIKKN1,Wfikkn1,WFIKKN1,17,25877630
WFDC9,Wfdc9,WFDC9,2,164649631
WFDC8,Wfdc8,WFDC8,2,164596458
WFDC5,Wfdc5,WFDC5,2,164176327
WFDC3,Wfdc3,WFDC3,2,164731180
WFDC2,Wfdc2,WFDC2,2,164562413
WFDC13,Wfdc13,WFDC13,2,164685107
WFDC12,Wfdc12,WFDC12,2,164189231
WFDC11,Wfdc11,WFDC11,2,164662894
WFDC10A,Wfdc10,WFDC10A,2,164656046
WFDC1,Wfdc1,WFDC1,8,119666365
WEE2,Wee2,WEE2,6,40439088
WEE1,Wee1,WEE1,7,110122046
WDYHV1,Wdyhv1,WDYHV1,15,58141377
WDTC1,Wdtc1,WDTC1,4,133292459
WDSUB1,Wdsub1,WDSUB1,2,59852364
WDR93,Wdr93,WDR93,7,79743163
WDR92,Wdr92,WDR92,11,17182107
WDR91,Wdr91,WDR91,6,34880426
WDR90,Wdr90,WDR90,17,25844771
WDR89,Wdr89,WDR89,12,75630596
WDR86,Wdr86,WDR86,5,24711738
WDR83OS,Wdr83os,WDR83OS,8,85080740
WDR83,Wdr83,WDR83,8,85075035
WDR82,Wdr82,WDR82,9,106170928
WDR81,Wdr81,WDR81,11,75440944
WDR78,Wdr78,WDR78,4,103038065
WDR77,Wdr77,WDR77,3,105959369
WDR76,Wdr76,WDR76,2,121506723
WDR75,Wdr75,WDR75,1,45795166
WDR74,Wdr74,WDR74,19,8735827
WDR73,Wdr73,WDR73,7,80890723
WDR72,Wdr72,WDR72,9,74110356
WDR70,Wdr70,WDR70,15,7873055
WDR7,Wdr7,WDR7,18,63708695
WDR66,Wdr66,WDR66,5,123252102
WDR64,Wdr64,WDR64,1,175698593
WDR63,Wdr63,WDR63,3,146040526
WDR62,Wdr62,WDR62,7,30240138
WDR61,Wdr61,WDR61,9,54714735
WDR60,Wdr60,WDR60,12,116206262
WDR6,Wdr6,WDR6,9,108572311
WDR5B,Wdr5b,WDR5B,16,36041190
WDR59,Wdr59,WDR59,8,111448797
WDR55,Wdr55,WDR55,18,36760239
WDR54,Wdr54,WDR54,6,83149361
WDR53,Wdr53,WDR53,16,32247227
WDR5,Wdr5,WDR5,2,27515157
WDR49,Wdr49,WDR49,3,75274988
WDR48,Wdr48,WDR48,9,119894878
WDR47,Wdr47,WDR47,3,108591279
WDR46,Wdr46,WDR46,17,33940660
WDR45B,Wdr45b,WDR45B,11,121327224
WDR45,Wdr45,WDR45,X,7714333
WDR44,Wdr44,WDR44,X,23693051
WDR43,Wdr43,WDR43,17,71615895
WDR41,Wdr41,WDR41,13,94976344
WDR4,Wdr4,WDR4,17,31494323
WDR38,Wdr38,WDR38,2,38997476
WDR37,Wdr37,WDR37,13,8802968
WDR36,Wdr36,WDR36,18,32837225
WDR35,Wdr35,WDR35,12,8973892
WDR34,Wdr34,WDR34,2,30031546
WDR33,Wdr33,WDR33,18,31804090
WDR31,Wdr31,WDR31,4,62448653
WDR3,Wdr3,WDR3,3,100138180
WDR27,Wdr27,WDR27,17,14818519
WDR26,Wdr26,WDR26,1,181173228
WDR25,Wdr25,WDR25,12,108893631
WDR24,Wdr24,WDR24,17,25823627
WDR20,Wdr20rt,WDR20,12,65225517
WDR20,Wdr20,WDR20,12,110737944
WDR19,Wdr19,WDR19,5,65199696
WDR18,Wdr18,WDR18,10,79960152
WDR17,Wdr17,WDR17,8,54629055
WDR13,Wdr13,WDR13,X,8123301
WDR12,Wdr12,WDR12,1,60069785
WDR11,Wdr11,WDR11,7,129591863
WDR1,Wdr1,WDR1,5,38526813
WDPCP,Wdpcp,WDPCP,11,21572235
WDHD1,Wdhd1,WDHD1,14,47240944
WDFY4,Wdfy4,WDFY4,14,32959547
WDFY3,Wdfy3,WDFY3,5,101832956
WDFY2,Wdfy2,WDFY2,14,62837678
WDFY1,Wdfy1,WDFY1,1,79702262
WDCP,Wdcp,WDCP,12,4843303
WBP4,Wbp4,WBP4,14,79459937
WBP2NL,Wbp2nl,WBP2NL,15,82298954
WBP2,Wbp2,WBP2,11,116078573
WBP1L,Wbp1l,WBP1L,19,46599084
WBP1,Wbp1,WBP1,6,83119044
WASL,Wasl,WASL,6,24613805
WASHC5,Washc5,WASHC5,15,59331997
WASHC4,Washc4,WASHC4,10,83543752
WASHC3,Washc3,WASHC3,10,88201093
WASHC2A,Washc2,WASHC2A,6,116208038
WASHC2C,Washc2,WASHC2C,6,116208038
WASHC1,Washc1,WASHC1,17,66111545
WASF3,Wasf3,WASF3,5,146384985
WASF2,Wasf2,WASF2,4,133130505
WASF1,Wasf1,WASF1,10,40883475
WAS,Was,WAS,X,8081453
WARS2,Wars2,WARS2,3,99141068
WARS,Wars,WARS,12,108860030
WAPL,Wapl,WAPL,14,34673928
WAC,Wac,WAC,18,7868832
VWF,Vwf,VWF,6,125546774
VWCE,Vwce,VWCE,19,10634233
VWC2L,Vwc2l,VWC2L,1,70725715
VWC2,Vwc2,VWC2,11,11114223
VWA8,Vwa8,VWA8,14,78849052
VWA7,Vwa7,VWA7,17,35016579
VWA5B2,Vwa5b2,VWA5B2,16,20589471
VWA5B1,Vwa5b1,VWA5B1,4,138565360
VWA5A,Vwa5a,VWA5A,9,38718268
VWA3B,Vwa3b,VWA3B,1,37026596
VWA3A,Vwa3a,VWA3A,7,120739318
VWA2,Vwa2,VWA2,19,56874249
VWA1,Vwa1,VWA1,4,155768149
VTN,Vtn,VTN,11,78499091
VTI1B,Vti1b,VTI1B,12,79156017
VTI1A,Vti1a,VTI1A,19,55316295
VTCN1,Vtcn1,VTCN1,3,100825459
VTA1,Vta1,VTA1,10,14654755
VSX2,Vsx2,VSX2,12,84569762
VSX1,Vsx1,VSX1,2,150680702
VSTM5,Vstm5,VSTM5,9,15239045
VSTM4,Vstm4,VSTM4,14,32856756
VSTM2L,Vstm2l,VSTM2L,2,157914653
VSTM2B,Vstm2b,VSTM2B,7,40898328
VSTM2A,Vstm2a,VSTM2A,11,16257724
VSNL1,Vsnl1,VSNL1,12,11325242
VSIR,Vsir,VSIR,10,60346851
VSIG8,Vsig8,VSIG8,1,172555938
VSIG4,Vsig4,VSIG4,X,96247203
VSIG2,Vsig2,VSIG2,9,37539255
VSIG10L,Vsig10l,VSIG10L,7,43463151
VSIG10,Vsig10,VSIG10,5,117319083
VSIG1,Vsig1,VSIG1,X,140907608
VRTN,Vrtn,VRTN,12,84641019
VRK3,Vrk3,VRK3,7,44748413
VRK2,Vrk2,VRK2,11,26471322
VRK1,Vrk1,VRK1,12,106010228
VPS9D1,Vps9d1,VPS9D1,8,123242356
VPS8,Vps8,VPS8,16,21423118
VPS72,Vps72,VPS72,3,95111022
VPS54,Vps54,VPS54,11,21239281
VPS53,Vps53,VPS53,11,76046226
VPS52,Vps52,VPS52,17,33955812
VPS51,Vps51,VPS51,19,6067842
VPS50,Vps50,VPS50,6,3498382
VPS4B,Vps4b,VPS4B,1,106764071
VPS4A,Vps4a,VPS4A,8,107031222
VPS45,Vps45,VPS45,3,95999832
VPS41,Vps41,VPS41,13,18717286
VPS39,Vps39,VPS39,2,120316461
VPS37D,Vps37d,VPS37D,5,135072900
VPS37C,Vps37c,VPS37C,19,10688815
VPS37B,Vps37b,VPS37B,5,124004641
VPS37A,Vps37a,VPS37A,8,40511783
VPS36,Vps36,VPS36,8,22192809
VPS35,Vps35,VPS35,8,85260392
VPS33B,Vps33b,VPS33B,7,80269649
VPS33A,Vps33a,VPS33A,5,123528659
VPS29,Vps29,VPS29,5,122354369
VPS28,Vps28,VPS28,15,76622087
VPS26B,Vps26b,VPS26B,9,27007771
VPS26A,Vps26a,VPS26A,10,62455235
VPS25,Vps25,VPS25,11,101253707
VPS18,Vps18,VPS18,2,119288740
VPS16,Vps16,VPS16,2,130424339
VPS13D,Vps13d,VPS13D,4,144972622
VPS13C,Vps13c,VPS13C,9,67840396
VPS13B,Vps13b,VPS13B,15,35371160
VPS13A,Vps13a,VPS13A,19,16615366
VPS11,Vps11,VPS11,9,44347749
VPREB3,Vpreb3,VPREB3,10,75943057
VPREB1,Vpreb2,VPREB1,16,17980428
VPREB1,Vpreb1,VPREB1,16,16868403
VOPP1,Vopp1,VOPP1,6,57727807
VNN3,Vnn3,VNN3,10,23851462
VNN1,Vnn1,VNN1,10,23894688
VMP1,Vmp1,VMP1,11,86583865
VMO1,Vmo1,VMO1,11,70513516
VN1R4,Vmn1r71,VN1R4,7,10744543
VN1R4,Vmn1r69,VN1R4,7,10578930
VN1R4,Vmn1r68,VN1R4,7,10527210
VN1R4,Vmn1r67,VN1R4,7,10443331
VN1R4,Vmn1r66,VN1R4,7,10272991
VN1R4,Vmn1r237,VN1R4,17,21313963
VN1R4,Vmn1r236,VN1R4,17,21286533
VN1R4,Vmn1r235,VN1R4,17,21260427
VN1R4,Vmn1r234,VN1R4,17,21228826
VN1R4,Vmn1r233,VN1R4,17,20993727
VN1R4,Vmn1r232,VN1R4,17,20913205
VN1R4,Vmn1r231,VN1R4,17,20889716
VN1R4,Vmn1r230,VN1R4,17,20840444
VN1R4,Vmn1r229,VN1R4,17,20811555
VN1R4,Vmn1r228,VN1R4,17,20774984
VN1R4,Vmn1r227,VN1R4,17,20729843
VN1R4,Vmn1r226,VN1R4,17,20682843
VN1R4,Vmn1r225,VN1R4,17,20498158
VN1R4,Vmn1r224,VN1R4,17,20414146
VN1R4,Vmn1r185,VN1R4,7,26607636
VN1R4,Vmn1r184,VN1R4,7,26260334
VMAC,Vmac,VMAC,17,56713936
VMA21,Vma21-ps,VMA21,4,52496939
VMA21,Vma21,VMA21,X,71815924
VLDLR,Vldlr,VLDLR,19,27216484
VKORC1L1,Vkorc1l1,VKORC1L1,5,129941970
VKORC1,Vkorc1,VKORC1,7,127893063
VIT,Vit,VIT,17,78508064
VIRMA,Virma,VIRMA,4,11485958
VIPR2,Vipr2,VIPR2,12,116077726
VIPR1,Vipr1,VIPR1,9,121642716
VIPAS39,Vipas39,VIPAS39,12,87238868
VIP,Vip,VIP,10,5639218
VIM,Vim,VIM,2,13573927
VILL,Vill,VILL,9,119052778
VIL1,Vil1,VIL1,1,74409376
VHLL,Vhl,VHLL,6,113623959
VHL,Vhl,VHL,6,113623959
VGLL4,Vgll4,VGLL4,6,114860628
VGLL3,Vgll3,VGLL3,16,65815257
VGLL2,Vgll2,VGLL2,10,52022502
VGLL1,Vgll1,VGLL1,X,57088106
VGF,Vgf,VGF,5,137026392
VEZT,Vezt,VEZT,10,93939165
VEZF1,Vezf1,VEZF1,11,88068279
VEPH1,Veph1,VEPH1,3,66053558
VEGFD,Vegfd,VEGFD,X,164373378
VEGFC,Vegfc,VEGFC,8,54077606
VEGFB,Vegfb,VEGFB,19,6982473
VEGFA,Vegfa,VEGFA,17,46016993
VDR,Vdr,VDR,15,97854425
VDAC3,Vdac3,VDAC3,8,22577075
VDAC2,Vdac2,VDAC2,14,21825238
VDAC1,Vdac1,VDAC1,11,52360860
VCPKMT,Vcpkmt,VCPKMT,12,69577628
VCPIP1,Vcpip1,VCPIP1,1,9718622
VCP,Vcp,VCP,4,42979963
VCL,Vcl,VCL,14,20929398
VCAN,Vcan,VCAN,13,89655312
VCAM1,Vcam1,VCAM1,3,116109949
VBP1,Vbp1,VBP1,X,75514299
VAX2,Vax2,VAX2,6,83711264
VAX1,Vax1,VAX1,19,59166187
VAV3,Vav3,VAV3,3,109340653
VAV2,Vav2,VAV2,2,27262104
VAV1,Vav1,VAV1,17,57279100
VAT1L,Vat1l,VAT1L,8,114205612
VAT1,Vat1,VAT1,11,101458745
VASP,Vasp,VASP,7,19256929
VASN,Vasn,VASN,16,4639941
VASH2,Vash2,VASH2,1,190947646
VASH1,Vash1,VASH1,12,86678700
VARS2,Vars2,VARS2,17,35655634
VARS,Vars,VARS,17,35000987
VAPB,Vapb,VAPB,2,173737511
VAPA,Vapa,VAPA,17,65578327
VANGL2,Vangl2,VANGL2,1,172000960
VANGL1,Vangl1,VANGL1,3,102153583
VAMP8,Vamp8,VAMP8,6,72385223
VAMP7,Vamp7,VAMP7,GL456233.1,10738
VAMP5,Vamp5,VAMP5,6,72368794
VAMP4,Vamp4,VAMP4,1,162570515
VAMP3,Vamp3,VAMP3,4,151047300
VAMP2,Vamp2,VAMP2,11,69088490
VAMP1,Vamp1,VAMP1,6,125215551
VAC14,Vac14,VAC14,8,110618585
UXT,Uxt,UXT,X,20941722
UXS1,Uxs1,UXS1,1,43746966
UVSSA,Uvssa,UVSSA,5,33378549
UVRAG,Uvrag,UVRAG,7,98885021
UTY,Uty,UTY,Y,1096861
UTS2B,Uts2b,UTS2B,16,27353322
UTS2,Uts2,UTS2,4,150997097
UTRN,Utrn,UTRN,10,12382188
UTP6,Utp6,UTP6,11,79932321
UTP4,Utp4,UTP4,8,106893636
UTP3,Utp3,UTP3,5,88554462
UTP23,Utp23,UTP23,15,51877429
UTP20,Utp20,UTP20,10,88746607
UTP18,Utp18,UTP18,11,93859243
UTP15,Utp15,UTP15,13,98246845
UTP14C,Utp14b,UTP14C,1,78658038
UTP14A,Utp14b,UTP14A,1,78658038
UTP14A,Utp14a,UTP14A,X,48256862
UTP14C,Utp14a,UTP14C,X,48256862
UTP11,Utp11,UTP11,4,124678160
UST,Ust,UST,10,8204756
USPL1,Uspl1,USPL1,5,149184350
USP9Y,Usp9y,USP9Y,Y,1298961
USP9X,Usp9x,USP9X,X,13071498
USP8,Usp8,USP8,2,126707328
USP7,Usp7,USP7,16,8689595
USP6NL,Usp6nl,USP6NL,2,6322667
USP54,Usp54,USP54,14,20548912
USP53,Usp53,USP53,3,122931493
USP51,Usp51,USP51,X,153006469
USP50,Usp50,USP50,2,126709096
USP5,Usp5,USP5,6,124815019
USP49,Usp49,USP49,17,47630690
USP48,Usp48,USP48,4,137593755
USP47,Usp47,USP47,7,112023504
USP46,Usp46,USP46,5,73998453
USP45,Usp45,USP45,4,21767156
USP44,Usp44,USP44,10,93831555
USP43,Usp43,USP43,11,67854523
USP42,Usp42,USP42,5,143710325
USP40,Usp40,USP40,1,87945119
USP4,Usp4,USP4,9,108347853
USP39,Usp39,USP39,6,72318678
USP38,Usp38,USP38,8,80980733
USP37,Usp37,USP37,1,74435511
USP36,Usp36,USP36,11,118259651
USP35,Usp35,USP35,7,97309380
USP34,Usp34,USP34,11,23306895
USP33,Usp33,USP33,3,152346478
USP32,Usp32,USP32,11,84984442
USP6,Usp32,USP6,11,84984442
USP31,Usp31,USP31,7,121642021
USP30,Usp30,USP30,5,114065461
USP3,Usp3,USP3,9,66514637
USP28,Usp28,USP28,9,48985375
USP27X,Usp27x,USP27X,X,7371276
USP29,Usp26,USP29,X,51753959
USP25,Usp25,USP25,16,77013706
USP24,Usp24,USP24,4,106316213
USP22,Usp22,USP22,11,61151785
USP21,Usp21,USP21,1,171281945
USP20,Usp20,USP20,2,30982279
USP2,Usp2,USP2,9,44067021
USP19,Usp19,USP19,9,108490602
USP18,Usp18,USP18,6,121245906
USP41,Usp18,USP41,6,121245906
USP16,Usp16,USP16,16,87454703
USP15,Usp15,USP15,10,123105006
USP14,Usp14,USP14,18,9993066
USP13,Usp13,USP13,3,32817546
USP12,Usp12,USP12,5,146734809
USP11,Usp11,USP11,X,20703906
USP10,Usp10,USP10,8,119910360
USP1,Usp1,USP1,4,98923810
USO1,Uso1,USO1,5,92137938
USHBP1,Ushbp1,USHBP1,8,71384272
USH2A,Ush2a,USH2A,1,188262023
USH1G,Ush1g,USH1G,11,115315192
USH1C,Ush1c,USH1C,7,46195350
USF3,Usf3,USF3,16,44173246
USF2,Usf2,USF2,7,30945248
USF1,Usf1,USF1,1,171411313
USE1,Use1,USE1,8,71366848
USB1,Usb1,USB1,8,95332284
UROS,Uros,UROS,7,133686243
UROD,Urod,UROD,4,116989965
UROC1,Uroc1,UROC1,6,90333284
URM1,Urm1,URM1,2,29820075
URI1,Uri1,URI1,7,37959992
URGCP,Urgcp,URGCP,11,5713417
URB2,Urb2,URB2,8,124021508
URB1,Urb1,URB1,16,90751527
